country,sector,subsector,fuel,product,subfuel,issue_code,year_start,year_end,issue,description,flag_drop,tot_drop,fuel_keep,grey,ra,notes,ra_historic,issue_historic,description_historic,oecd,no_match,geo_change,fiscal_year,ex_ex
RUS,,,,,,methodology change,2005,2012,,,,,,,,,Yuqi,reporting change,time series break between 2004 and 2005 (with new categorization system),0,0,,,
RUS,,,oil,other_energy,,data availability,2011,2012,,,,,,0,,,Yuqi,reporting change,"napatha consumption available after 2011, significantly lower than secondary source (previously as residual in the balance sheet)",0,1,,,
SAU,,,,,,data source change,1971,1991,reporting regime,,,,,,SG,,,,,0,0,,,
SAU,,,naturalgas,other_energy,,ex-post revision,1990,2012,,,,,,0,,,Yuqi,reporting change,time series break between 1989 and 1990,0,0,,,
SAU,,,,,,data source change,1992,2012,reporting regime,,,,,,SG,,,,,0,0,,,
SAU,,,,,,extrapolation,1992,2012,estimated data,1/13 estimated,,,,,SG,,,,,0,0,,,
SDN,,,,,,data source change,1971,1991,reporting regime,,,,,,SG,,,,,0,0,,,
SDN,,,,,,data source change,1992,2012,reporting regime,,,,,,SG,,,,,0,0,,,
SDN,,,,,,extrapolation,1992,2012,estimated data,1/7 estimated,,,,,SG,,,,,0,0,,,
SDN,,,,,,real anomaly,2012,2012,Time series break,South Sudan became independent in 2011; Sudan and South Sudan reported separately after 2011,,,,,SG,,,,,0,2,1,,
SEN,,,,,,data source change,1971,1991,reporting regime,,,,,,SG,,,,,0,0,,,
SEN,,,,,,data source change,1992,1999,reporting regime,,,,,,SG,,,,,0,0,,,
SEN,,,,,,data source change,2000,2007,reporting regime,,,,,,SG,,,,,0,0,,,
SEN,,,,,,extrapolation,2000,2007,estimated data,1/2 estimated,,,,,SG,,,,,0,0,,,
SEN,,,,,,data source change,2008,2008,reporting regime,,,,,,SG,,,,,0,0,,,
SEN,,,,,,data source change,2009,2012,reporting regime,,,,,,SG,,,,,0,0,,,
SEN,,,biofuelsandwaste,other_energy,,ex-post revision,2009,2012,,,,,,0,,match,Yuqi,reporting change,time series change between 2008 and 2009,0,0,,,
SEN,,,,,,extrapolation,2009,2012,estimated data,1/3 estimated,,,,,SG,,,,,0,0,,,
SGP,,,,,,data source change,1971,1991,reporting regime,,,,,,SG,,,,,0,0,,,
SGP,,,,,,data source change,1992,2012,reporting regime,,,,,,SG,,,,,0,0,,,
SGP,,,,,,extrapolation,1992,2012,estimated data,1/18 estimated,,,,,SG,,,,,0,0,,,
SGP,industrial,,electricity,electricity,,combined sectors,2005,2012,industrial electicity consumption includes electricity consumption by refineries,,1,1,0,,SG,,,,,0,0,,,
SGP,,,,,,ex-post revision,2009,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2008 and 2009,0,0,,,
SLV,,,oil,other_energy,,real anomaly,2012,2012,,,,,,,,,Trin,reporting change,El Salvador shut down its only refinery in 2012.,0,0,,,
SRB,,,,,,real anomaly,1990,2012,prior to 1990 included in former Yugoslavia,,,,,1,SG,,,,,0,2,1,,
SRB,,,,,,real anomaly,1971,1999,Kosovo included in Serbia data until 1999,,,,,,SG,,,,,0,2,1,,
SRB,,,,,,real anomaly,1971,2004,Montenegro included in Serbia data until 2004,,,,,,SG,,,,,0,2,1,,
SRB,,,,,,extrapolation,1990,2012,estimated data,1/6 estimated,,,,,SG,,,,,0,0,,,
SRB,,,naturalgas,other_energy,,data availability,2007,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2006 and 2007,0,1,,,
SRB,,,oil,other_energy,,data availability,2007,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2006 and 2007,0,0,,,
SSD,,,,,,extrapolation,1971,2012,,,,,,,,1/2 estmated,Yuqi,data source,including IEA estimates,0,1,,,
SSD,,,,,,real anomaly,2012,2012,Time series break,South Sudan became independent in 2011; Sudan and South Sudan reported separately after 2011,,,,1,SG,,,,,0,2,1,,
SUR,,,,,,real anomaly,2000,2012,prior to 2000 included in Other Non-OECD Americas,,,,,1,SG,,,,,0,2,1,,
SUR,,,,,,extrapolation,2000,2012,estimated data,1/2 estimated,,,,,SG,,,,,0,2,,,
SVK,,,naturalgas,other_energy,,ex-post revision,1979,1992,time series break,between 1978 and 1979 time series break due to a revision of data for 1979-1992 made in 2003,,,,0,MN,,,,,1,0,,,
SVK,,,,,,methodology change,1993,2012,administrative changes,SVK became a separate state in 1993,,,,1,MN,,,,,1,0,1,,
SVK,,,coal,other_energy,,methodology change,2001,2012,time series break,breaks in time series may exist between 2000 and 2001 as the result of the implementation of a new survey system,,,,,MN,,,,,1,2,,,
SVK,,,electricity,electricity,,real anomaly,2003,2004,decrease in electricity demanded,low electricity consumption in oil refineries in 2003 and 2004 due to a change in ownership and work carried out on a refinery,,,,,MN,,,,,1,2,,,
SVK,,,coal,other_energy,,data availability,2005,2012,newly available data,beginning in 2005 data are reported,,,,1,MN,,,,,1,2,,,
SVK,,,coal,other_energy,,data source change,2005,2012,data based on trade reciepts,"since 2005, data based solely on trade reciepts, production of coal tar which is consumed within the national boundary is not reported",,,,,MN,,,,,1,2,,,
SVK,,,electricity,electricity,,data availability,2010,2012,newly available data,available from 2010,,,,1,MN,,,,,1,0,,,
SVN,,,,,,real anomaly,1971,1989,prior to 1990 dat included in former Yugoslavia,data for slovenia are available starting in 1990 prior to that they are included in former Yugoslavia,,,,,MN,,,,,1,2,1,,
SVN,,,,,,data source change,1971,1999,time series breaks,a new energy data collection system was implemented in Jan 2001,,,,,MN,,,,,1,0,,,
SVN,residential,,heat,other_energy,,extrapolation,1971,2002,data estimated by SVN Admin,prior to 2003 data have been estimated,,,,,MN,,,,,1,0,,,
SVN,industrial,,heat,other_energy,,extrapolation,1971,2002,data estimated by SVN Admin,prior to 2003 data have been estimated,,,,,MN,,,,,1,0,,,
SVN,residential,,electricity,electricity,,extrapolation,1971,2003,,,,,,,,,GD,country estimated data,year <= 2003,1,0,,,1
SVN,industrial,,electricity,electricity,,extrapolation,1971,2003,,,,,,,,,GD,country estimated data,year <= 2003,1,0,,,1
SVN,,,biofuelsandwaste,other_energy,,redefine sectors,2008,2012,,,,,,0,,,GD,reporting change,year >= 2008: sectoral reclassification,1,0,,,
SVN,,,heat,other_energy,,data availability,2009,2012,newly available data,direct use available from 2009,,,,1,MN,,,,,1,0,,,
SVN,,,heat,other_energy,,data availability,2009,2012,newly available data,direct use available from 2009,,,,1,MN,,,,,1,2,,,
SVN,,,biofuelsandwaste,other_energy,,methodology change,2009,2012,time series break,break in time series between 2008 and 2009,,,,,MN,,,,,1,0,,,
SVN,industrial,,naturalgas,other_energy,,real anomaly,2011,2012,decrease in demand,"in 2011, the decrease in the chemical sector consumption is due to minimal use of gas for production of methanol",,,,,MN,,,,,1,2,,,
SWE,,,oil,other_energy,,data source change,1971,1985,time series breaks,between 1985 and 1986 there are breaks in consumption time series of fuel oil due to more detailed reporting,,,,,MN,,,,,1,0,,,
SWE,,,oil,other_energy,,methodology change,1971,2001,time series breaks,small breaks in time series between 2001 and 2002,,,,,MN,,,,,1,0,,,
SWE,residential,,biofuelsandwaste,other_energy,,methodology change,1971,2010,time series break,time series break between 2010 and 2011,,,,,MN,,,,,1,0,,,
SWE,residential,,biofuelsandwaste,other_energy,,methodology change,1971,2010,time series break,time series break between 2010 and 2011,,,,,MN,,,,,1,2,,,
SWE,,,,,,data availability,1989,2012,newly available data,direct use available from 1989,,,,1,MN,,,,,1,0,,,
SWE,,,oil,other_energy,,data availability,2000,2012,data newly available,from 2000,,,,1,MN,,,,,1,0,,,
SWE,,,oil,other_energy,,data availability,2003,2012,,,,,,0,,,GD,reporting change,year >= 2003: data available,1,1,,,
SYR,,,,,,data source change,1971,1991,reporting regime,,,,,,SG,,,,,0,0,,,
SYR,,,,,,data source change,1992,2012,reporting regime,,,,,,SG,,,,,0,0,,,
SYR,,,,,,extrapolation,1992,2012,estimated data,1/8 estimated,,,,,SG,,,,,0,0,,,
SYR,,,,,,real anomaly,2012,2012,estimated data,data since 2012 are based on estimates and secondary sources because of the ongoing conflict in Syria,,,,,SG,,,,,0,0,,,1
TGO,,,,,,data source change,1971,1998,reporting regime,,,,,,SG,,,,,0,2,,,
TGO,,,,,,extrapolation,1999,2012,estimated data,1/4 estimated,,,,,SG,,,,,0,2,,,
TGO,,,,,,ex-post revision,2009,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2008 and 2009,0,0,,,
THA,,,,,,data source change,1971,2001,reporting regime,,,,,,SG,,,,,0,2,,,
THA,,,oil,other_energy,,extrapolation,1971,2012,estimated data,"data for lubricants, refinery gas, non-specified oil products estimated",,,,,SG,,,,,0,0,,,1
THA,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/3 estimated,,,,,SG,,,,,0,2,,,
THA,,,,,,data source change,2002,2012,reporting regime,,,,,,SG,,,,,0,2,,,
THA,,,,,,extrapolation,2002,2012,estimated data,1/7 estimated,,,,,SG,,,,,0,2,,,
THA,industrial,,coal,other_energy,,ex-post revision,2012,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2011 and 2012,0,0,,,
TJK,,,,,,real anomaly,1990,2012,prior to 1990 included in Soviet Union,,,,,1,SG,,,,,0,2,1,,
TJK,,,,,,extrapolation,1990,2012,estimated data,1/11 estimated,,,,,SG,,,,,0,0,,,
TJK,,,,,,ex-post revision,2012,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2011 and 2012,0,0,,,
TKM,,,,,,real anomaly,1990,2012,prior to 1990 included in Soviet Union,,,,,1,SG,,,,,0,2,1,,
TTO,,,,,,data source change,1971,1991,reporting regime,,,,,,SG,,,,,0,0,,,
TTO,,,,,,data source change,1992,2012,reporting regime,,,,,,SG,,,,,0,0,,,
TTO,,,naturalgas,other_energy,,ex-post revision,2000,2012,,,,,,0,,,Yuqi,reporting change,time series break between 1999 and 2000 when definition of NG production is re-defined,0,0,,,
TUN,,,oil,other_energy,,real anomaly,2007,2012,increase in supply,new oil production,,,,,SG,,,,,0,2,,,
TUN,,,oil,other_energy,,data availability,2010,2012,,,,,,0,,match,Yuqi,reporting change,time series break between 2009 and 2010 because of inclusion of lubricants and bitumen,0,0,,,
TUR,,,electricity,electricity,,data availability,1971,1972,time series break,between 1972 and 1973,,,,0,MN,,,,,1,0,,,
TUR,,,oil,other_energy,,methodology change,1971,1977,time series break,between 1977 and 1978,,,,,MN,,,,,1,0,,,
TUR,,,coal,other_energy,,data source change,1971,2011,time series break,beween 2011 and 2012,,,,,MN,,,,,1,0,,,
TUR,,,biofuelsandwaste,other_energy,,methodology change,1971,2012,,,,,,,,,GD,reporting change,"various years: turkey only intermittetly surveys renewables and waste, so some breaks may appear in biofuels and waste",1,0,,,
TUR,supply,,coal,other_energy,,real anomaly,1989,2012,decrease in production,decreased in 1989,,,,,MN,,,,,1,0,,,
TUR,supply,,coal,other_energy,,real anomaly,1994,2012,cease in production,ceased in 1994,,,,,MN,,,,,1,2,,,
TUR,supply,,coal,other_energy,,real anomaly,1994,2012,cease in production,ceased in 1994,,,,,MN,,,,,1,2,,,
TUR,industrial,,naturalgas,other_energy,,data availability,1988,2012,newly available data,since 1988 data for fertilisers and dye industry available,,,,1,MN,,,,,1,2,,,
TUR,,,naturalgas,other_energy,,real anomaly,1999,2001,decrease linked to fertiliser industry,between 1999 and 2001,,,,,MN,,,,,1,2,,,
TUR,,,heat,other_energy,,real anomaly,1999,2012,increase in suppluy,in 1999,,,,,MN,,,,,1,2,,,
TUR,,,electricity,electricity,,real anomaly,1999,2012,increase in supply,in 1999,,,,,MN,,,,,1,2,,,
TUR,,,electricity,electricity,,real anomaly,2000,2012,increase in supply,in 2000,,,,,MN,,,,,1,2,,,
TUR,,,coal,other_energy,,methodology change,2008,2012,,,,,,,,,GD,reporting change,year >= 2008: impoved questionnaire,1,0,,,
TUR,,,naturalgas,other_energy,,data source change,2009,2012,break in time series,from 2009,,,,,MN,,,,,1,0,,,
TUR,,,oil,other_energy,,methodology change,2011,2012,,,,,,,,,GD,reporting change,year >= 2011: improved survey,1,0,,,
TWN,,,,,,data source change,1971,1981,reporting regime,,,,,,SG,,,,,0,0,,,
TWN,,,,,,data source change,1982,2012,reporting regime,,,,,,SG,,,,,0,0,,,
TWN,,,,,,ex-post revision,1982,2012,,,,,,0,,,Yuqi,reporting change,time series break between 1981 and 1982,0,0,,,
TWN,,,oil,other_energy,,data availability,2011,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2010 and 2011,0,0,,,
TZA,,,,,,extrapolation,1971,2012,estimated data,1/9 estimated,,,,,SG,,,,,0,0,,,
UKR,,,,,,real anomaly,1971,1989,prior to 1990 included in Soviet Union,,,,,9,SG,,,,,0,2,1,,
UKR,,,coal,other_energy,,ex-post revision,1971,1994,data revised,Coal supply and demand data revised to reflect washed coal; unwashed coal amounts were reported previously,,,,0,SG,,,,,0,0,,,
UKR,,,,,,data source change,1990,1991,change data source,,,,,,SG,,,,,0,2,,,
UKR,,,,,,extrapolation,1990,1991,estimated data,1/1 estimated,,,,,SG,,,,,0,0,,,1
UKR,,,,,,data source change,1992,2006,change data source,,,,,,SG,,,,,0,0,,,
UKR,,,,,,extrapolation,1992,2006,estimated data,1/12 estimated,,,,,SG,,,,,0,0,,,
UKR,,,,,,data source change,2007,2012,change data source,,,,,,SG,,,,,0,0,,,
UKR,,,,,,ex-post revision,2007,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2006 and 2007,0,0,,,
UKR,,,coal,other_energy,,real anomaly,2008,2008,,,,,,,,,Yuqi,reporting change,plant closure in 2008 and a stock of lignite/peat become available,0,0,,,
URY,,,,,,data source change,1971,1990,,,,,,,,,Yuqi,data source,differing source <1990 (unspecified),0,1,,,
URY,,,oil,other_energy,,real anomaly,1993,1994,,,,,,,,,Yuqi,reporting change,refinery shut down for maintainance 1993-1994,0,0,,,
URY,,,biofuelsandwaste,other_energy,,real anomaly,2007,2010,growth in biofuel production caused by development of pulp and paper industry,,,,,,SG,increase supply,,,,0,2,,,
USA,,,oil,other_energy,,methodology change,1971,1990,time series break,in 1990,,,,,MN,,,,,1,2,,,
USA,commercial,,heat,other_energy,,combined sectors,1971,1990,reported under total consumption,"prior to 1991, total consumption of heat sold referred to consumption in commercial/public services",1,1,0,,MN,,,,,1,2,,,
USA,,,oil,other_energy,,methodology change,1971,1992,time series break,in 1992,,,,,MN,,,,,1,2,,,
USA,,,,,,methodology change,1971,1992,time series break,numerous breaks in time series particularly in 1992,,,,,MN,,,,,1,2,,,
USA,,,oil,other_energy,,methodology change,1971,1993,time series break,in 1993,,,,,MN,,,,,1,2,,,
USA,,,oil,other_energy,,methodology change,1971,1994,time series break,in 1994,,,,,MN,,,,,1,2,,,
USA,,,,,,methodology change,1971,1999,time series break,numerous breaks in time series particularly in 1999,,,,,MN,,,,,1,2,,,
USA,industrial,,oil,other_energy,,methodology change,1971,1999,time series break,in 1999,,,,,MN,,,,,1,2,,,
USA,,,,,,methodology change,1971,2001,time series break,numerous breaks in time series particularly in 2001,,,,,MN,,,,,1,2,,,
USA,,,oil,other_energy,,methodology change,1971,2001,time series break,in 2001,,,,,MN,,,,,1,2,,,
USA,,,naturalgas,other_energy,,methodology change,1971,2001,time series break,between 2001 and 2002,,,,,MN,,,,,1,0,,,
USA,,,electricity,electricity,,methodology change,1971,2001,time series break,between 2001 and 2002,,,,,MN,,,,,1,0,,,
USA,,,,,,methodology change,1971,2002,time series break,numerous breaks in time series particularly in 2002,,,,,MN,,,,,1,2,,,
USA,,,electricity,electricity,,methodology change,1971,2009,time series breaks,between 2009 and 2010,,,,,MN,,,,,1,2,,,
USA,,,biofuelsandwaste,other_energy,,methodology change,1971,2009,time series breaks,between 2009 and 2010,,,,,MN,,,,,1,0,,,
USA,,,oil,other_energy,,methodology change,1971,2011,time series break,between 2011 and 2012,,,,,MN,,,,,1,0,,,
USA,residential,,heat,other_energy,,data availability,1971,1990,no data available,prior to 1991,,,,9,MN,,,,,1,2,,,
USA,,,,,,data availability,1971,2012,fuel inputs included in final consumption,for some years (pg 117),,,,9,MN,,,,,1,2,,,
USA,industrial,,oil,other_energy,,combined sectors,1995,2012,,,1,1,0,,,,GD,reporting change,year >= 1995: LPG inputs to gas works included in industry,1,1,,,
USA,,,heat,other_energy,,combined sectors,1999,2012,over estimation,from 1999,,,,,MN,could not fin,,,,1,2,,,
USA,residential,,heat,other_energy,,data availability,1999,2012,newly available data,from 1999,,,,1,MN,,,,,1,0,,,
USA,,,electricity,electricity,,data availability,2000,2012,not reported,from 2000,,,,9,MN,,,,,1,2,,,
USA,,,coal,other_energy,,real anomaly,2007,2012,decrease in supply,in 2007,,,,,MN,,,,,1,2,,,
USA,,,electricity,electricity,,real anomaly,2008,2012,decrease in electricity supply,in 2008 and subsequent cessation of the time series in 20009,,,,,MN,,,,,1,2,,,
UZB,,,,,,real anomaly,1990,2012,prior to 1990 included in former Soviet Union,,,,,1,SG,,,,,0,2,1,,
UZB,,,,,,data source change,1990,2012,reporting regime,,,,,,SG,,,,,0,2,,,
UZB,,,,,,extrapolation,1990,2012,estimated data,1/5 estimated,,,,,SG,,,,,0,0,,,
VEN,,,,,,extrapolation,1971,2012,estimated data,1/11 estimated,,,,,SG,,,,,0,0,,,
VEN,,,naturalgas,other_energy,,combined fuels,2000,2012,time series break,"Lease condensate included in NGL from 2000, leading to time series breaks between 1999 and 2000",1,1,0,,SG,,,,,0,2,,,
VEN,,,,,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
VNM,,,,,,data source change,1971,1990,,,,,,,,,Yuqi,data source,differing (unspecified) source <=1992,0,1,,,
VNM,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/1 estimated,,,,,SG,,,,,0,2,,,1
VNM,,,,,,data source change,1991,2012,,,,,,,,,Yuqi,data source,"differing source 1992 to 2015, including IEA estimates",0,1,,,
XKO,,,,,,extrapolation,2000,2002,,,,,,,,exclusively estimated,Yuqi,IEA estimated data,year 2000 to 2002,0,1,,,1
XKO,,,oil,other_energy,,real anomaly,2011,2011,,,,,,,,,Yuqi,reporting change,"time series break between 2010 and 2011, 2011 and 2012 because of few months operation of desulfurization unit in 2011",0,0,,,
XKO,,,naturalgas,other_energy,,real anomaly,2011,2011,,,,,,,,,Yuqi,reporting change,"time series break between 2010 and 2011, 2011 and 2012 because of few months operation of desulfurization unit in 2011",0,0,,,
YEM,,,allbutbiofuels,,,data source change,1971,1990,,,,,,,,,Yuqi,data source,differing source <=1990,0,0,,,
YEM,,,allbutbiofuels,,,data source change,1991,2010,,,,,,,,,Yuqi,data source,"differing source 1991 to 2010, including IEA estimates",0,0,,,
YEM,,,,,,extrapolation,1991,2010,,1/6 estimated,,,,,SG,,,,,0,0,,,
YEM,,,allbutbiofuels,,,data source change,2011,2012,,,,,,,,,Yuqi,data source,differing source 2011 to 2015,0,0,,,
YEM,,,naturalgas,other_energy,,real anomaly,2012,2012,,,,,,,,,Yuqi,reporting change,"time series break between 2011 and 2012, 2012 and 2013 due to unrest in the country",0,1,,,
YEM,,,oil,other_energy,,real anomaly,2012,2012,,,,,,,,,Yuqi,reporting change,"time series break between 2011 and 2012, 2012 and 2013 due to unrest in the country",0,1,,,
YUG,,,,,,data source change,1971,1989,change data source,,,,,,SG,,,,,0,2,,,
YUG,,,,,,data availability,1990,2012,time series break,Reporting breaks in the early 1990s,,,,0,SG,,,,,0,2,,,
YUG,,,,,,extrapolation,1990,1991,estimated data,Most data for countries in former Yugoslavia estimated between 1990 and 1991,,,,,SG,,,,,0,2,1,,1
YUG,,,,,,data source change,1990,2012,change data source,data for individual countries in former Yugoslavia available starting in 1990,,,,,SG,,,,,0,2,,,
ZAF,,,allbutbiofuels,,,data source change,1971,1991,,,,,,,,,Yuqi,data source,differ source <=1991,0,0,,,
ZAF,,,coal,other_energy,,extrapolation,1971,2012,estimated data,,,,,,SG,,,,,0,0,,,1
ZAF,,,,,,data source change,1992,2009,reporting regime,,,,,,SG,,,,,0,0,,,
ZAF,,,coal,other_energy,,data availability,2010,2012,,,,,,1,,,Yuqi,reporting change,time series break between 2009 and 2010 because of new inclusion of coking coal and anthracite,0,0,,,
ZAF,industrial,,naturalgas,other_energy,,data availability,2010,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2009 and 2010,0,0,,,
ZAF,,,allbutbiofuels,,,data source change,2010,2012,,,,,,,,,Yuqi,data source,"differ source 2010 to 2015, including IEA estimates",0,0,,,
ZAF,,,,,,extrapolation,2010,2012,estimated data,1/12 estimated,,,,,SG,,,,,0,0,,,
ZMB,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,,,,,,,,,Yuqi,IEA estimated data,all years (based on 1991 data),0,1,,,1
ZMB,,,,,,real anomaly,2000,2001,,,,,,,,,Yuqi,reporting change,time series break between 1999 and 2001 because sole oil refinery got fire damage,0,0,,,
ZMB,,,,,,real anomaly,2001,2012,,,,,,,,,Yuqi,reporting change,time series break between 1999 and 2001 because sole oil refinery got fire damage,0,1,,,
ZWE,,,allbutbiofuels,,,data source change,1971,1991,,,,,,,,,Yuqi,data source,differing source <=1991,0,0,,,
ZWE,,,coal,other_energy,,extrapolation,1971,2012,limited data availability,data estimated for coal consumption,,,,0,SG,,,,,0,2,,,
ZWE,,,allbutbiofuels,,,data source change,1992,1995,,,,,,,,,Yuqi,data source,differing source 1992 to 1995,0,0,,,
ZWE,,,allbutbiofuels,,,data source change,1996,2005,,,,,,,,,Yuqi,data source,"differing source 1996 to 2005, including IEA estimates",0,0,,,
ZWE,,,,,,extrapolation,1996,2005,,1/8 estimated,,,,,SG,,,,,0,0,,,
ZWE,,,allbutbiofuels,,,data source change,2006,2012,,,,,,,,,Yuqi,data source,"differing source 2006 to 2015, including IEA estimates",0,0,,,
ZWE,,,,,,extrapolation,2006,2012,,1/5 estimated,,,,,SG,,,,,0,0,,,
ZWE,,,,,,data availability,2009,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2008 and 2009,0,0,,,
ZWE,,,,,,ex-post revision,2011,2012,time series break,,,,,0,SG,,,,,0,2,,,
ZWE,,,coal,other_energy,,real anomaly,2011,2012,increase in supply,"new mining company opened in 2011, leading to increase in coal production",,,,,SG,,,,,0,2,,,
IDN,,,electricity,electricity,,data source change,2000,2012,,,,,,,,typo change w should be IDN,Trin,reporting change,time series break between 1999-2000,0,1,,,
PRT,industrial,,biofuelsandwaste,other_energy,,ex-post revision,2012,2012,,,,,,,,,GD,reporting change,year >= 2012: revisions resulting in sub-sectoral breaks,1,0,,,
PRT,commercial,,biofuelsandwaste,other_energy,,ex-post revision,2012,2012,,,,,,,,,GD,reporting change,year >= 2012: revisions resulting in sub-sectoral breaks,1,0,,,
ISL,industrial,,heat,other_energy,,data availability,1990,2012,newly available data,heat consumption breakdown by sector available for these years,,,,0,TB,,,,,1,0,,,
ISL,commercial,,heat,other_energy,,data availability,1990,2012,newly available data,heat consumption breakdown by sector available for these years,,,,0,TB,,,,,1,0,,,
IRL,commpub,,naturalgas,other_energy,,data availability,1986,2012,,,,,,1,,,AH,,Year <1986. Detailed consumption figures for the use of natural gas in industry and other sectors not available,1,0,,,
NOR,commpub,,naturalgas,other_energy,,combined sectors,1971,1999,energy use included some final consumption,prior to 2000,1,1,0,,MN,"change flow to """,,,,1,2,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,1,,apply only to Residential other energy,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,coal,other_energy,,data availability,1990,2011,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year 1990-2011. Only residential consumption,1,0,,,
CZE,resident,,biofuelsandwaste,other_energy,,data availability,1990,2012,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year<1990. Data unavailable,1,1,,,
CZE,resident,,biofuelsandwaste,other_energy,,data availability,1990,2012,,"In the 2014 edition, residential consumption for the period 1990 through 2011 was revised for other bituminous coal, lignite, coke oven coke and BKB, as more accurate consumption data became available.",,,,,,,AH,,Year<1990. Data unavailable,1,1,,,
CZE,resident,,coal,other_energy,,methodology change,1971,2009,new survey causes break in residential consumption time series,coal consumption in the residential sector has been revised due to new survey data creating time series breaks between 2009 and 2010,,,,,LA,,,,,1,2,,,
IRL,resident,,naturalgas,other_energy,,data availability,1986,2012,,,,,,1,,,AH,,Year <1986. Detailed consumption figures for the use of natural gas in industry and other sectors not available,1,0,,,
NOR,resident,,naturalgas,other_energy,,combined sectors,1971,1999,energy use included some final consumption,prior to 2000,1,1,0,,MN,"change flow to """,,,,1,2,,,
USA,resident,,heat,other_energy,,combined sectors,1971,1990,reported under total consumption,"prior to 1991, total consumption of heat sold referred to consumption in commercial/public services",1,1,0,,MN,,,,,1,2,,,
IRL,resident,,naturalgas,other_energy,,data availability,1986,2012,,,,,,1,,,AH,,Year <1986. Detailed consumption figures for the use of natural gas in industry and other sectors not available,1,0,,,
NOR,resident,,naturalgas,other_energy,,combined sectors,1971,1999,energy use included some final consumption,prior to 2000,1,1,0,,MN,"change flow to """,,,,1,2,,,
USA,totind,,heat,other_energy,,combined sectors,1971,1990,reported under total consumption,"prior to 1991, total consumption of heat sold referred to consumption in commercial/public services",1,1,0,,MN,,,,,1,2,,,
USA,totind,,heat,other_energy,,combined sectors,1971,1990,reported under total consumption,"prior to 1991, total consumption of heat sold referred to consumption in commercial/public services",1,1,0,,MN,,,,,1,2,,,
