ssp,model,year,discount_factor,rho,eta
SSP4,OECD Env-Growth,2012,0.10910235145796768,2,1
SSP4,OECD Env-Growth,2013,0.036037210486967584,2,1
SSP4,OECD Env-Growth,2014,0.011903323093657901,2,1
SSP4,OECD Env-Growth,2015,0.003931744404113896,2,1
SSP4,OECD Env-Growth,2016,0.0012970208505230214,2,1
SSP4,OECD Env-Growth,2017,0.0004278668483463123,2,1
SSP4,OECD Env-Growth,2018,0.0001411465666415335,2,1
SSP4,OECD Env-Growth,2019,4.65620399236163e-05,2,1
SSP4,OECD Env-Growth,2020,1.536008713095029e-05,2,1
SSP4,OECD Env-Growth,2021,5.072727715411036e-06,2,1
SSP4,OECD Env-Growth,2022,1.6752877933126188e-06,2,1
SSP4,OECD Env-Growth,2023,5.532702222308914e-07,2,1
SSP4,OECD Env-Growth,2024,1.8271961392504347e-07,2,1
SSP4,OECD Env-Growth,2025,6.034385363863675e-08,2,1
SSP4,OECD Env-Growth,2026,1.9950468530150375e-08,2,1
SSP4,OECD Env-Growth,2027,6.595886251415619e-09,2,1
SSP4,OECD Env-Growth,2028,2.1806864022198297e-09,2,1
SSP4,OECD Env-Growth,2029,7.209634920259364e-10,2,1
SSP4,OECD Env-Growth,2030,2.383599752376655e-10,2,1
SSP4,OECD Env-Growth,2031,7.890484866687642e-11,2,1
SSP4,OECD Env-Growth,2032,2.612005281899714e-11,2,1
SSP4,OECD Env-Growth,2033,8.646580923658825e-12,2,1
SSP4,OECD Env-Growth,2034,2.862297491795471e-12,2,1
SSP4,OECD Env-Growth,2035,9.475128960074378e-13,2,1
SSP4,OECD Env-Growth,2036,3.13968336517628e-13,2,1
SSP4,OECD Env-Growth,2037,1.040367015066703e-13,2,1
SSP4,OECD Env-Growth,2038,3.4473652281112454e-14,2,1
SSP4,OECD Env-Growth,2039,1.1423206276131837e-14,2,1
SSP4,OECD Env-Growth,2040,3.7851992171583986e-15,2,1
SSP4,OECD Env-Growth,2041,1.2553938433249767e-15,2,1
SSP4,OECD Env-Growth,2042,4.16362154655995e-16,2,1
SSP4,OECD Env-Growth,2043,1.3809008603279142e-16,2,1
SSP4,OECD Env-Growth,2044,4.5798763521864126e-17,2,1
SSP4,OECD Env-Growth,2045,1.5189553431327034e-17,2,1
SSP4,OECD Env-Growth,2046,5.041922371736038e-18,2,1
SSP4,OECD Env-Growth,2047,1.6735831844920436e-18,2,1
SSP4,OECD Env-Growth,2048,5.555184052645636e-19,2,1
SSP4,OECD Env-Growth,2049,1.8439519555841418e-19,2,1
SSP4,OECD Env-Growth,2050,6.120695160195938e-20,2,1
SSP4,OECD Env-Growth,2051,2.032586017192155e-20,2,1
SSP4,OECD Env-Growth,2052,6.749896554483546e-21,2,1
SSP4,OECD Env-Growth,2053,2.2415338446127675e-21,2,1
SSP4,OECD Env-Growth,2054,7.443779228300977e-22,2,1
SSP4,OECD Env-Growth,2055,2.471961301537132e-22,2,1
SSP4,OECD Env-Growth,2056,8.209475832777851e-23,2,1
SSP4,OECD Env-Growth,2057,2.726397593969423e-23,2,1
SSP4,OECD Env-Growth,2058,9.054468265469104e-24,2,1
SSP4,OECD Env-Growth,2059,3.007022737686092e-24,2,1
SSP4,OECD Env-Growth,2060,9.986434851668996e-25,2,1
SSP4,OECD Env-Growth,2061,3.3171344040219685e-25,2,1
SSP4,OECD Env-Growth,2062,1.1018327178599913e-25,2,1
SSP4,OECD Env-Growth,2063,3.659891913558695e-26,2,1
SSP4,OECD Env-Growth,2064,1.2156844321112635e-26,2,1
SSP4,OECD Env-Growth,2065,4.038066351092482e-27,2,1
SSP4,OECD Env-Growth,2066,1.3416433394564793e-27,2,1
SSP4,OECD Env-Growth,2067,4.4575960219696465e-28,2,1
SSP4,OECD Env-Growth,2068,1.481031635660288e-28,2,1
SSP4,OECD Env-Growth,2069,4.920712184361164e-29,2,1
SSP4,OECD Env-Growth,2070,1.6349014982738948e-29,2,1
SSP4,OECD Env-Growth,2071,5.433924421103395e-30,2,1
SSP4,OECD Env-Growth,2072,1.8060742280460696e-30,2,1
SSP4,OECD Env-Growth,2073,6.00285146503722e-31,2,1
SSP4,OECD Env-Growth,2074,1.9951685900686224e-31,2,1
SSP4,OECD Env-Growth,2075,6.631344663417774e-32,2,1
SSP4,OECD Env-Growth,2076,2.204226730344749e-32,2,1
SSP4,OECD Env-Growth,2077,7.326742501515809e-33,2,1
SSP4,OECD Env-Growth,2078,2.4353735913148182e-33,2,1
SSP4,OECD Env-Growth,2079,8.095063431049451e-34,2,1
SSP4,OECD Env-Growth,2080,2.69075973339004e-34,2,1
SSP4,OECD Env-Growth,2081,8.945857424197888e-35,2,1
SSP4,OECD Env-Growth,2082,2.9741921607118056e-35,2,1
SSP4,OECD Env-Growth,2083,9.888173474475758e-36,2,1
SSP4,OECD Env-Growth,2084,3.2874800745196475e-36,2,1
SSP4,OECD Env-Growth,2085,1.0929748823947178e-36,2,1
SSP4,OECD Env-Growth,2086,3.6337662840299666e-37,2,1
SSP4,OECD Env-Growth,2087,1.2081025483424022e-37,2,1
SSP4,OECD Env-Growth,2088,4.0165262519106175e-38,2,1
SSP4,OECD Env-Growth,2089,1.3353570981554512e-38,2,1
SSP4,OECD Env-Growth,2090,4.439603945687914e-39,2,1
SSP4,OECD Env-Growth,2091,1.4761939841206837e-39,2,1
SSP4,OECD Env-Growth,2092,4.908430358682456e-40,2,1
SSP4,OECD Env-Growth,2093,1.6320814774480146e-40,2,1
SSP4,OECD Env-Growth,2094,5.426765288249697e-41,2,1
SSP4,OECD Env-Growth,2095,1.8044308388206593e-41,2,1
SSP4,OECD Env-Growth,2096,6.000008580079069e-42,2,1
SSP4,OECD Env-Growth,2097,1.9950946407317777e-42,2,1
SSP4,OECD Env-Growth,2098,6.633994889094326e-43,2,1
SSP4,OECD Env-Growth,2099,2.2059047871727674e-43,2,1
SSP4,OECD Env-Growth,2100,7.334970875649923e-44,2,1
SSP4,OECD Env-Growth,2101,2.438990026200928e-44,2,1
SSP4,OECD Env-Growth,2102,8.110014952691293e-45,2,1
SSP4,OECD Env-Growth,2103,2.6967040384058518e-45,2,1
SSP4,OECD Env-Growth,2104,8.966953468243804e-46,2,1
SSP4,OECD Env-Growth,2105,2.981649204233086e-46,2,1
SSP4,OECD Env-Growth,2106,9.91443973539986e-47,2,1
SSP4,OECD Env-Growth,2107,3.296702882663842e-47,2,1
SSP4,OECD Env-Growth,2108,1.0962041412949046e-47,2,1
SSP4,OECD Env-Growth,2109,3.6450464666112596e-48,2,1
SSP4,OECD Env-Growth,2110,1.2120337119015578e-48,2,1
SSP4,OECD Env-Growth,2111,4.030197508432856e-49,2,1
SSP4,OECD Env-Growth,2112,1.3401023253301742e-49,2,1
SSP4,OECD Env-Growth,2113,4.456045239960626e-50,2,1
SSP4,OECD Env-Growth,2114,1.4817032106621816e-50,2,1
SSP4,OECD Env-Growth,2115,4.9268898457279064e-51,2,1
SSP4,OECD Env-Growth,2116,1.638266245038941e-51,2,1
SSP4,OECD Env-Growth,2117,5.447485885971672e-52,2,1
SSP4,OECD Env-Growth,2118,1.811372392474289e-52,2,1
SSP4,OECD Env-Growth,2119,6.023090307893076e-53,2,1
SSP4,OECD Env-Growth,2120,2.0027696683331468e-53,2,1
SSP4,OECD Env-Growth,2121,6.659515529991069e-54,2,1
SSP4,OECD Env-Growth,2122,2.214390790684526e-54,2,1
SSP4,OECD Env-Growth,2123,7.36318813551144e-55,2,1
SSP4,OECD Env-Growth,2124,2.4483726967712264e-55,2,1
SSP4,OECD Env-Growth,2125,8.141213767694168e-56,2,1
SSP4,OECD Env-Growth,2126,2.7070781216723455e-56,2,1
SSP4,OECD Env-Growth,2127,9.001448882127386e-57,2,1
SSP4,OECD Env-Growth,2128,2.9931194570586335e-57,2,1
SSP4,OECD Env-Growth,2129,9.952580080758811e-58,2,1
SSP4,OECD Env-Growth,2130,3.309385130964943e-58,2,1
SSP4,OECD Env-Growth,2131,1.1004211828674722e-58,2,1
SSP4,OECD Env-Growth,2132,3.659068774961129e-59,2,1
SSP4,OECD Env-Growth,2133,1.216696343940518e-59,2,1
SSP4,OECD Env-Growth,2134,4.0457014732497043e-60,2,1
SSP4,OECD Env-Growth,2135,1.3452576308107175e-60,2,1
SSP4,OECD Env-Growth,2136,4.473187419339694e-61,2,1
SSP4,OECD Env-Growth,2137,1.4874032475459944e-61,2,1
SSP4,OECD Env-Growth,2138,4.9458433403556065e-62,2,1
SSP4,OECD Env-Growth,2139,1.644568571952341e-62,2,1
SSP4,OECD Env-Growth,2140,5.4684420870858e-63,2,1
SSP4,OECD Env-Growth,2141,1.8183406499317386e-63,2,1
SSP4,OECD Env-Growth,2142,6.046260829939919e-64,2,1
SSP4,OECD Env-Growth,2143,2.0104742213753034e-64,2,1
SSP4,OECD Env-Growth,2144,6.685134347495223e-65,2,1
SSP4,OECD Env-Growth,2145,2.22290943942015e-65,2,1
SSP4,OECD Env-Growth,2146,7.391513945736356e-66,2,1
SSP4,OECD Env-Growth,2147,2.4577914619979545e-66,2,1
SSP4,OECD Env-Growth,2148,8.172532602951414e-67,2,1
SSP4,OECD Env-Growth,2149,2.7174921135094823e-67,2,1
SSP4,OECD Env-Growth,2150,9.036076998113548e-68,2,1
SSP4,OECD Env-Growth,2151,3.0046338353633597e-68,2,1
SSP4,OECD Env-Growth,2152,9.990867150086325e-69,2,1
SSP4,OECD Env-Growth,2153,3.322116167230169e-69,2,1
SSP4,OECD Env-Growth,2154,1.1046544471844674e-69,2,1
SSP4,OECD Env-Growth,2155,3.673145026417968e-70,2,1
SSP4,OECD Env-Growth,2156,1.2213769128877647e-70,2,1
SSP4,OECD Env-Growth,2157,4.061265081030586e-71,2,1
SSP4,OECD Env-Growth,2158,1.3504327684892173e-71,2,1
SSP4,OECD Env-Growth,2159,4.4903955438108896e-72,2,1
SSP4,OECD Env-Growth,2160,1.4931252121817642e-72,2,1
SSP4,OECD Env-Growth,2161,4.964869748113061e-73,2,1
SSP4,OECD Env-Growth,2162,1.650895143596806e-73,2,1
SSP4,OECD Env-Growth,2163,5.489478905639669e-74,2,1
SSP4,OECD Env-Growth,2164,1.825335713921183e-74,2,1
SSP4,OECD Env-Growth,2165,6.069520487806494e-75,2,1
SSP4,OECD Env-Growth,2166,2.018208413441117e-75,2,1
SSP4,OECD Env-Growth,2167,6.710851719287201e-76,2,1
SSP4,OECD Env-Growth,2168,2.2314608589641542e-76,2,1
SSP4,OECD Env-Growth,2169,7.419948723912401e-77,2,1
SSP4,OECD Env-Growth,2170,2.4672464607354187e-77,2,1
SSP4,OECD Env-Growth,2171,8.203971920174844e-78,2,1
SSP4,OECD Env-Growth,2172,2.7279461674435024e-78,2,1
SSP4,OECD Env-Growth,2173,9.070838326700534e-79,2,1
SSP4,OECD Env-Growth,2174,3.0161925088957385e-79,2,1
SSP4,OECD Env-Growth,2175,1.002930150782205e-79,2,1
SSP4,OECD Env-Growth,2176,3.3348961791443355e-80,2,1
SSP4,OECD Env-Growth,2177,1.1089039966539628e-80,2,1
SSP4,OECD Env-Growth,2178,3.687275428498164e-81,2,1
SSP4,OECD Env-Growth,2179,1.2260754877456715e-81,2,1
SSP4,OECD Env-Growth,2180,4.076888561218949e-82,2,1
SSP4,OECD Env-Growth,2181,1.3556278146591298e-82,2,1
SSP4,OECD Env-Growth,2182,4.507669867061625e-83,2,1
SSP4,OECD Env-Growth,2183,1.4988691889244364e-83,2,1
SSP4,OECD Env-Growth,2184,4.983969349493368e-84,2,1
SSP4,OECD Env-Growth,2185,1.657246053240582e-84,2,1
SSP4,OECD Env-Growth,2186,5.510596651764463e-85,2,1
SSP4,OECD Env-Growth,2187,1.8323576875659867e-85,2,1
SSP4,OECD Env-Growth,2188,6.092869624393768e-86,2,1
SSP4,OECD Env-Growth,2189,2.0259723585504038e-86,2,1
SSP4,OECD Env-Growth,2190,6.736668024500333e-87,2,1
SSP4,OECD Env-Growth,2191,2.2400451753841713e-87,2,1
SSP4,OECD Env-Growth,2192,7.448492889233738e-88,2,1
SSP4,OECD Env-Growth,2193,2.4767378323720926e-88,2,1
SSP4,OECD Env-Growth,2194,8.235532182852457e-89,2,1
SSP4,OECD Env-Growth,2195,2.7384404375912566e-89,2,1
SSP4,OECD Env-Growth,2196,9.10573338035044e-90,2,1
SSP4,OECD Env-Growth,2197,3.027795648057259e-90,2,1
SSP4,OECD Env-Growth,2198,1.0067883720577002e-90,2,1
SSP4,OECD Env-Growth,2199,3.3477253551142743e-91,2,1
SSP4,OECD Env-Growth,2200,1.1131698939241117e-91,2,1
SSP4,OECD Env-Growth,2201,3.701460189516413e-92,2,1
SSP4,OECD Env-Growth,2202,1.2307921377820614e-92,2,1
SSP4,OECD Env-Growth,2203,4.0925721441409e-93,2,1
SSP4,OECD Env-Growth,2204,1.360842845907409e-93,2,1
SSP4,OECD Env-Growth,2205,4.5250106437552364e-94,2,1
SSP4,OECD Env-Growth,2206,1.5046352624534673e-94,2,1
SSP4,OECD Env-Growth,2207,5.003142426068675e-95,2,1
SSP4,OECD Env-Growth,2208,1.6636213945107157e-95,2,1
SSP4,OECD Env-Growth,2209,5.531795636784435e-96,2,1
SSP4,OECD Env-Growth,2210,1.8394066743862258e-96,2,1
SSP4,OECD Env-Growth,2211,6.116308583921827e-97,2,1
SSP4,OECD Env-Growth,2212,2.0337661711616088e-97,2,1
SSP4,OECD Env-Growth,2213,6.762583643726462e-98,2,1
SSP4,OECD Env-Growth,2214,2.2486625152328113e-98,2,1
SSP4,OECD Env-Growth,2215,7.477146862507156e-99,2,1
SSP4,OECD Env-Growth,2216,2.48626571683267e-99,2,1
SSP4,OECD Env-Growth,2217,8.267213856255262e-100,2,1
SSP4,OECD Env-Growth,2218,2.748975078662473e-100,2,1
SSP4,OECD Env-Growth,2219,9.140762673496783e-101,2,1
SSP4,OECD Env-Growth,2220,3.039443423904935e-101,2,1
SSP4,OECD Env-Growth,2221,1.010661435714192e-101,2,1
SSP4,OECD Env-Growth,2222,3.3606038842716075e-102,2,1
SSP4,OECD Env-Growth,2223,1.1174522018840722e-102,2,1
SSP4,OECD Env-Growth,2224,3.7156995185887856e-103,2,1
SSP4,OECD Env-Growth,2225,1.235526932531227e-103,2,1
SSP4,OECD Env-Growth,2226,4.1083160610086e-104,2,1
SSP4,OECD Env-Growth,2227,1.3660779391156358e-104,2,1
SSP4,OECD Env-Growth,2228,4.542418129534743e-105,2,1
SSP4,OECD Env-Growth,2229,1.5104235177740708e-105,2,1
SSP4,OECD Env-Growth,2230,5.022389260494319e-106,2,1
SSP4,OECD Env-Growth,2231,1.670021261394431e-106,2,1
SSP4,OECD Env-Growth,2232,5.553076173221483e-107,2,1
SSP4,OECD Env-Growth,2233,1.8464827783002125e-107,2,1
SSP4,OECD Env-Growth,2234,6.139837711934958e-108,2,1
SSP4,OECD Env-Growth,2235,2.0415899661734937e-108,2,1
SSP4,OECD Env-Growth,2236,6.788598959021544e-109,2,1
SSP4,OECD Env-Growth,2237,2.2573130055495236e-109,2,1
SSP4,OECD Env-Growth,2238,7.505911066158257e-110,2,1
SSP4,OECD Env-Growth,2239,2.4958302545801265e-110,2,1
SSP4,OECD Env-Growth,2240,8.299017407444143e-111,2,1
SSP4,OECD Env-Growth,2241,2.75955024596204e-111,2,1
SSP4,OECD Env-Growth,2242,9.175926722552077e-112,2,1
SSP4,OECD Env-Growth,2243,3.0511360081538265e-112,2,1
SSP4,OECD Env-Growth,2244,1.0145493988495649e-112,2,1
SSP4,OECD Env-Growth,2245,3.3735319564755357e-113,2,1
SSP4,OECD Env-Growth,2246,1.1217509836649327e-113,2,1
SSP4,OECD Env-Growth,2247,3.729993625635808e-114,2,1
SSP4,OECD Env-Growth,2248,1.2402799417949545e-114,2,1
SSP4,OECD Env-Growth,2249,4.124120543923666e-115,2,1
SSP4,OECD Env-Growth,2250,1.3713331714611489e-115,2,1
SSP4,OECD Env-Growth,2251,4.5598925810266026e-116,2,1
SSP4,OECD Env-Growth,2252,1.5162340402184697e-116,2,1
SSP4,OECD Env-Growth,2253,5.041710136512999e-117,2,1
SSP4,OECD Env-Growth,2254,1.6764457482405156e-117,2,1
SSP4,OECD Env-Growth,2255,5.574438574799758e-118,2,1
SSP4,OECD Env-Growth,2256,1.8535861036260266e-118,2,1
SSP4,OECD Env-Growth,2257,6.163457355306733e-119,2,1
SSP4,OECD Env-Growth,2258,2.0494438589268277e-119,2,1
SSP4,OECD Env-Growth,2259,6.814714353911283e-120,2,1
SSP4,OECD Env-Growth,2260,2.2659967738624724e-120,2,1
SSP4,OECD Env-Growth,2261,7.534785924237696e-121,2,1
SSP4,OECD Env-Growth,2262,2.5054315866177917e-121,2,1
SSP4,OECD Env-Growth,2263,8.330943305276741e-122,2,1
SSP4,OECD Env-Growth,2264,2.770166095392297e-122,2,1
SSP4,OECD Env-Growth,2265,9.211226045915446e-123,2,1
SSP4,OECD Env-Growth,2266,3.0628735731795735e-123,2,1
SSP4,OECD Env-Growth,2267,1.018452318781356e-123,2,1
SSP4,OECD Env-Growth,2268,3.386509762315639e-124,2,1
SSP4,OECD Env-Growth,2269,1.1260663026406442e-124,2,1
SSP4,OECD Env-Growth,2270,3.7443427213855615e-125,2,1
SSP4,OECD Env-Growth,2271,1.2450512356435548e-125,2,1
SSP4,OECD Env-Growth,2272,4.139985825880603e-126,2,1
SSP4,OECD Env-Growth,2273,1.3766086204181843e-126,2,1
SSP4,OECD Env-Growth,2274,4.577434255844502e-127,2,1
SSP4,OECD Env-Growth,2275,1.5220669154471566e-127,2,1
SSP4,OECD Env-Growth,2276,5.061105338958955e-128,2,1
SSP4,OECD Env-Growth,2277,1.682894949760711e-128,2,1
SSP4,OECD Env-Growth,2278,5.595883156450293e-129,2,1
SSP4,OECD Env-Growth,2279,1.860716755083054e-129,2,1
SSP4,OECD Env-Growth,2280,6.187167862245131e-130,2,1
SSP4,OECD Env-Growth,2281,2.0573279652060907e-130,2,1
SSP4,OECD Env-Growth,2282,6.840930213396787e-131,2,1
SSP4,OECD Env-Growth,2283,2.274713948190416e-131,2,1
SSP4,OECD Env-Growth,2284,7.563771862427433e-132,2,1
SSP4,OECD Env-Growth,2285,2.5150698544914294e-132,2,1
SSP4,OECD Env-Growth,2286,8.362992020414376e-133,2,1
SSP4,OECD Env-Growth,2287,2.780822783455332e-133,2,1
SSP4,OECD Env-Growth,2288,9.24666116398028e-134,2,1
SSP4,OECD Env-Growth,2289,3.074656292020938e-134,2,1
SSP4,OECD Env-Growth,2290,1.0223702530476009e-134,2,1
SSP4,OECD Env-Growth,2291,3.3995374931146865e-135,2,1
SSP4,OECD Env-Growth,2292,1.1303982224289546e-135,2,1
SSP4,OECD Env-Growth,2293,3.758747017376791e-136,2,1
SSP4,OECD Env-Growth,2294,1.2498408844168968e-136,2,1
SSP4,OECD Env-Growth,2295,4.155912140770233e-137,2,1
SSP4,OECD Env-Growth,2296,1.3819043637590197e-137,2,1
SSP4,OECD Env-Growth,2297,4.595043412593162e-138,2,1
SSP4,OECD Env-Growth,2298,1.5279222294501564e-138,2,1
SSP4,OECD Env-Growth,2299,5.0805751537621735e-139,2,1
SSP4,OECD Env-Growth,2300,1.6893689610311135e-139,2,1
SSP2,IIASA GDP,2011,0.3292715915396947,2,1
SSP2,IIASA GDP,2012,0.10841978099508355,2,1
SSP2,IIASA GDP,2013,0.03569955384263628,2,1
SSP2,IIASA GDP,2014,0.011754848911021873,2,1
SSP2,IIASA GDP,2015,0.0038705378092408187,2,1
SSP2,IIASA GDP,2016,0.0012757213908250172,2,1
SSP2,IIASA GDP,2017,0.0004204751761171229,2,1
SSP2,IIASA GDP,2018,0.00013858776297259414,2,1
SSP2,IIASA GDP,2019,4.567824484458496e-05,2,1
SSP2,IIASA GDP,2020,1.5055456609790726e-05,2,1
SSP2,IIASA GDP,2021,4.967455968216994e-06,2,1
SSP2,IIASA GDP,2022,1.6389817616111236e-06,2,1
SSP2,IIASA GDP,2023,5.407720233619104e-07,2,1
SSP2,IIASA GDP,2024,1.78424426738874e-07,2,1
SSP2,IIASA GDP,2025,5.8870050005878594e-08,2,1
SSP2,IIASA GDP,2026,1.9462638746783197e-08,2,1
SSP2,IIASA GDP,2027,6.434414561393465e-09,2,1
SSP2,IIASA GDP,2028,2.127239337200109e-09,2,1
SSP2,IIASA GDP,2029,7.03272559539834e-10,2,1
SSP2,IIASA GDP,2030,2.325042999875585e-10,2,1
SSP2,IIASA GDP,2031,7.699396681468861e-11,2,1
SSP2,IIASA GDP,2032,2.5496607702217053e-11,2,1
SSP2,IIASA GDP,2033,8.443220049765445e-12,2,1
SSP2,IIASA GDP,2034,2.795978415691839e-12,2,1
SSP2,IIASA GDP,2035,9.258902711213622e-13,2,1
SSP2,IIASA GDP,2036,3.069855316223792e-13,2,1
SSP2,IIASA GDP,2037,1.0178324534217092e-13,2,1
SSP2,IIASA GDP,2038,3.374696187678354e-14,2,1
SSP2,IIASA GDP,2039,1.1189046213691805e-14,2,1
SSP2,IIASA GDP,2040,3.709808178562573e-15,2,1
SSP2,IIASA GDP,2041,1.2308416038054195e-15,2,1
SSP2,IIASA GDP,2042,4.083691071718154e-16,2,1
SSP2,IIASA GDP,2043,1.354888615860187e-16,2,1
SSP2,IIASA GDP,2044,4.495254731928531e-17,2,1
SSP2,IIASA GDP,2045,1.491437367498782e-17,2,1
SSP2,IIASA GDP,2046,4.95001431406752e-18,2,1
SSP2,IIASA GDP,2047,1.6428877432892494e-18,2,1
SSP2,IIASA GDP,2048,5.452671377897811e-19,2,1
SSP2,IIASA GDP,2049,1.809717387982936e-19,2,1
SSP2,IIASA GDP,2050,6.006371551462239e-20,2,1
SSP2,IIASA GDP,2051,1.9937799487644616e-20,2,1
SSP2,IIASA GDP,2052,6.618236068209057e-21,2,1
SSP2,IIASA GDP,2053,2.1968848007367417e-21,2,1
SSP2,IIASA GDP,2054,7.292430759445771e-22,2,1
SSP2,IIASA GDP,2055,2.4206797900134163e-22,2,1
SSP2,IIASA GDP,2056,8.035953244941207e-23,2,1
SSP2,IIASA GDP,2057,2.6677028833509286e-23,2,1
SSP2,IIASA GDP,2058,8.85599810864869e-24,2,1
SSP2,IIASA GDP,2059,2.9399339405396616e-24,2,1
SSP2,IIASA GDP,2060,9.759726084738181e-25,2,1
SSP2,IIASA GDP,2061,3.240241828071108e-25,2,1
SSP2,IIASA GDP,2062,1.0757645258917378e-25,2,1
SSP2,IIASA GDP,2063,3.571552299403496e-26,2,1
SSP2,IIASA GDP,2064,1.1857600358034234e-26,2,1
SSP2,IIASA GDP,2065,3.936738831301348e-27,2,1
SSP2,IIASA GDP,2066,1.3071179998621582e-27,2,1
SSP2,IIASA GDP,2067,4.340032546682454e-28,2,1
SSP2,IIASA GDP,2068,1.4410238791179775e-28,2,1
SSP2,IIASA GDP,2069,4.784641123890993e-29,2,1
SSP2,IIASA GDP,2070,1.588647559292431e-29,2,1
SSP2,IIASA GDP,2071,5.275223000268489e-30,2,1
SSP2,IIASA GDP,2072,1.7516772389060288e-30,2,1
SSP2,IIASA GDP,2073,5.816575240791305e-31,2,1
SSP2,IIASA GDP,2074,1.9314372979417007e-31,2,1
SSP2,IIASA GDP,2075,6.413481957078297e-32,2,1
SSP2,IIASA GDP,2076,2.1297026247826934e-32,2,1
SSP2,IIASA GDP,2077,7.072029359964908e-33,2,1
SSP2,IIASA GDP,2078,2.3483841681093333e-33,2,1
SSP2,IIASA GDP,2079,7.798197547434854e-34,2,1
SSP2,IIASA GDP,2080,2.58952030994904e-34,2,1
SSP2,IIASA GDP,2081,8.598963499531287e-35,2,1
SSP2,IIASA GDP,2082,2.855439016337606e-35,2,1
SSP2,IIASA GDP,2083,9.481993936208129e-36,2,1
SSP2,IIASA GDP,2084,3.1486650035903866e-36,2,1
SSP2,IIASA GDP,2085,1.0455703063652783e-36,2,1
SSP2,IIASA GDP,2086,3.471964848196388e-37,2,1
SSP2,IIASA GDP,2087,1.152915287831445e-37,2,1
SSP2,IIASA GDP,2088,3.828419120101293e-38,2,1
SSP2,IIASA GDP,2089,1.2712809964317142e-38,2,1
SSP2,IIASA GDP,2090,4.2214692832420385e-39,2,1
SSP2,IIASA GDP,2091,1.4018468938473124e-39,2,1
SSP2,IIASA GDP,2092,4.655191313580108e-40,2,1
SSP2,IIASA GDP,2093,1.5458753920377867e-40,2,1
SSP2,IIASA GDP,2094,5.133474795625838e-41,2,1
SSP2,IIASA GDP,2095,1.704701660499787e-41,2,1
SSP2,IIASA GDP,2096,5.6610619829282904e-42,2,1
SSP2,IIASA GDP,2097,1.8799549221510257e-42,2,1
SSP2,IIASA GDP,2098,6.243052133995042e-43,2,1
SSP2,IIASA GDP,2099,2.073225240059717e-43,2,1
SSP2,IIASA GDP,2100,6.884874263047572e-44,2,1
SSP2,IIASA GDP,2101,2.286364872569731e-44,2,1
SSP2,IIASA GDP,2102,7.592679445981456e-45,2,1
SSP2,IIASA GDP,2103,2.521416500973252e-45,2,1
SSP2,IIASA GDP,2104,8.373251125128199e-46,2,1
SSP2,IIASA GDP,2105,2.780632806099194e-46,2,1
SSP2,IIASA GDP,2106,9.234070120208771e-47,2,1
SSP2,IIASA GDP,2107,3.0664980574889567e-47,2,1
SSP2,IIASA GDP,2108,1.0183386322791908e-47,2,1
SSP2,IIASA GDP,2109,3.3817519220652154e-48,2,1
SSP2,IIASA GDP,2110,1.1230297761360372e-48,2,1
SSP2,IIASA GDP,2111,3.7294157204705696e-49,2,1
SSP2,IIASA GDP,2112,1.2384837794726664e-49,2,1
SSP2,IIASA GDP,2113,4.1128213827107565e-50,2,1
SSP2,IIASA GDP,2114,1.3658071269439783e-50,2,1
SSP2,IIASA GDP,2115,4.5356433806066766e-51,2,1
SSP2,IIASA GDP,2116,1.506220056273361e-51,2,1
SSP2,IIASA GDP,2117,5.0019339430885125e-52,2,1
SSP2,IIASA GDP,2118,1.6610682527308138e-52,2,1
SSP2,IIASA GDP,2119,5.516161891827234e-53,2,1
SSP2,IIASA GDP,2120,1.8318357458715488e-53,2,1
SSP2,IIASA GDP,2121,6.083255469395263e-54,2,1
SSP2,IIASA GDP,2122,2.0201591321344535e-54,2,1
SSP2,IIASA GDP,2123,6.708649570411557e-55,2,1
SSP2,IIASA GDP,2124,2.2278432596065293e-55,2,1
SSP2,IIASA GDP,2125,7.398337828323563e-56,2,1
SSP2,IIASA GDP,2126,2.4568785252724875e-56,2,1
SSP2,IIASA GDP,2127,8.158930057013775e-57,2,1
SSP2,IIASA GDP,2128,2.7094599505223746e-57,2,1
SSP2,IIASA GDP,2129,8.997715597738107e-58,2,1
SSP2,IIASA GDP,2130,2.988008217732505e-58,2,1
SSP2,IIASA GDP,2131,9.922733178498548e-59,2,1
SSP2,IIASA GDP,2132,3.2951928695294624e-59,2,1
SSP2,IIASA GDP,2133,1.0942847955366295e-59,2,1
SSP2,IIASA GDP,2134,3.633957893073599e-60,2,1
SSP2,IIASA GDP,2135,1.2067836474101746e-60,2,1
SSP2,IIASA GDP,2136,4.007549934555914e-61,2,1
SSP2,IIASA GDP,2137,1.3308480366323945e-61,2,1
SSP2,IIASA GDP,2138,4.4195494143095825e-62,2,1
SSP2,IIASA GDP,2139,1.4676669678192114e-62,2,1
SSP2,IIASA GDP,2140,4.873904840736216e-63,2,1
SSP2,IIASA GDP,2141,1.6185516821877586e-63,2,1
SSP2,IIASA GDP,2142,5.374970651903638e-64,2,1
SSP2,IIASA GDP,2143,1.7849482241910902e-64,2,1
SSP2,IIASA GDP,2144,5.927548947480366e-65,2,1
SSP2,IIASA GDP,2145,1.968451300076146e-65,2,1
SSP2,IIASA GDP,2146,6.536935510956072e-66,2,1
SSP2,IIASA GDP,2147,2.170819561182211e-66,2,1
SSP2,IIASA GDP,2148,7.20897056321441e-67,2,1
