,filtered_tau,ipt_ttmax500,ipt_ttmax100,ipt_dT_lt_0
80100,True,True,True,True
80101,True,False,True,True
80102,True,False,True,True
80103,True,True,True,True
80104,True,True,True,True
80105,True,True,True,True
80106,True,True,True,True
80107,True,False,False,True
80108,True,True,True,True
80109,True,True,True,True
80110,True,False,True,True
80111,True,False,True,True
80112,True,True,True,True
80113,True,True,True,True
80114,True,True,True,True
80115,True,False,True,True
80116,True,True,True,True
80117,True,False,True,True
80118,True,False,True,True
80119,True,True,True,True
80120,True,True,True,True
80121,True,True,True,True
80122,True,True,True,True
80123,True,True,True,True
80124,True,True,True,True
80125,True,False,True,True
80126,True,True,True,True
80127,True,True,True,True
80128,True,True,True,True
80129,True,True,True,True
80130,True,True,True,True
80131,True,False,True,True
80132,True,False,True,True
80133,True,False,True,True
80134,True,False,True,True
80135,True,True,True,True
80136,True,True,True,True
80137,True,True,True,True
80138,True,False,True,True
80139,True,False,True,True
80140,True,False,True,True
80141,True,False,True,True
80142,True,True,True,True
80143,True,True,True,True
80144,False,False,False,False
80145,True,True,True,True
80146,True,True,True,True
80147,False,False,False,False
80148,True,True,True,True
80149,True,True,True,True
80150,True,False,False,True
80151,True,True,True,True
80152,True,False,True,True
80153,True,True,True,True
80154,True,False,True,True
80155,True,True,True,True
80156,True,False,True,True
80157,True,False,True,True
80158,True,False,True,True
80159,True,False,False,True
80160,True,False,True,True
80161,True,False,True,True
80162,False,False,False,False
80163,True,True,True,True
80164,True,True,True,True
80165,True,False,True,True
80166,True,False,True,True
80167,True,True,True,True
80168,True,False,True,True
80169,True,True,True,True
80170,True,True,True,True
80171,True,False,True,True
80172,True,True,True,True
80173,True,True,True,True
80174,True,True,True,True
80175,True,True,True,True
80176,True,True,True,True
80177,True,True,True,True
80178,True,False,True,True
80179,True,True,True,True
80180,False,False,False,False
80181,True,True,True,True
80182,True,False,True,True
80183,True,True,True,True
80184,True,False,False,True
80185,True,False,True,True
80186,True,True,True,True
80187,True,True,True,True
80188,True,False,True,True
80189,True,True,True,True
80190,True,False,False,True
80191,True,False,True,True
80192,True,True,True,True
80193,True,True,True,True
80194,True,True,True,True
80195,True,True,True,True
80196,True,False,True,True
80197,True,True,True,True
80198,True,True,True,True
80199,True,False,False,True
80200,True,False,False,True
80201,False,False,False,False
80202,True,True,True,True
80203,True,True,True,True
80204,True,True,True,True
80205,True,True,True,True
80206,True,True,True,True
80207,True,False,True,True
80208,True,True,True,True
80209,True,False,False,True
80210,True,False,True,True
80211,True,False,True,True
80212,True,True,True,True
80213,True,False,True,True
80214,True,False,False,True
80215,True,True,True,True
80216,True,True,True,True
80217,True,True,True,True
80218,True,True,True,True
80219,True,True,True,True
80220,True,True,True,True
80221,True,True,True,True
80222,True,False,True,True
80223,True,True,True,True
80224,True,True,True,True
80225,True,False,True,True
80226,True,False,True,True
80227,True,True,True,True
80228,True,True,True,True
80229,True,True,True,True
80230,True,True,True,True
80231,True,True,True,True
80232,True,False,True,True
80233,True,False,True,True
80234,True,False,True,True
80235,True,False,False,True
80236,True,False,True,True
80237,True,True,True,True
80238,True,True,True,True
80239,True,True,True,True
80240,True,True,True,True
80241,True,False,True,True
80242,True,False,True,True
80243,True,False,False,True
80244,True,False,True,True
80245,True,True,True,True
80246,True,True,True,True
80247,True,True,True,True
80248,True,True,True,True
80249,True,True,True,True
80250,True,False,True,True
80251,True,True,True,True
80252,True,False,True,True
80253,True,True,True,True
80254,True,True,True,True
80255,True,True,True,True
80256,True,False,True,True
80257,True,True,True,True
80258,True,False,False,True
80259,True,False,True,True
80260,True,True,True,True
80261,True,True,True,True
80262,True,True,True,True
80263,True,True,True,True
80264,False,False,False,False
80265,True,True,True,True
80266,True,False,False,True
80267,True,False,True,True
80268,True,True,True,True
80269,True,True,True,True
80270,True,False,True,True
80271,True,False,False,True
80272,True,True,True,True
80273,True,False,True,True
80274,True,True,True,True
80275,True,True,True,True
80276,True,True,True,True
80277,True,False,False,True
80278,True,True,True,True
80279,True,True,True,True
80280,True,False,True,True
80281,True,False,True,True
80282,True,True,True,True
80283,True,True,True,True
80284,True,False,True,True
80285,True,False,True,True
80286,True,False,False,True
80287,True,False,True,True
80288,True,False,False,True
80289,True,False,True,True
80290,True,False,True,True
80291,True,True,True,True
80292,True,True,True,True
80293,True,False,False,True
80294,True,True,True,True
80295,True,False,True,True
80296,True,True,True,True
80297,True,False,False,True
80298,True,True,True,True
80299,True,True,True,True
80300,True,True,True,True
80301,True,False,True,True
80302,True,False,True,True
80303,True,True,True,True
80304,True,True,True,True
80305,True,True,True,True
80306,True,False,True,True
80307,True,False,True,True
80308,True,False,True,True
80309,True,True,True,True
80310,True,False,False,True
80311,True,False,False,True
80312,True,False,True,True
80313,True,True,True,True
80314,True,False,False,True
80315,True,False,True,True
80316,True,False,True,True
80317,True,True,True,True
80318,True,False,True,True
80319,True,False,True,True
80320,True,False,True,True
80321,True,True,True,True
80322,True,False,True,True
80323,True,True,True,True
80324,True,False,False,True
80325,True,False,False,True
80326,True,True,True,True
80327,True,False,True,True
80328,True,False,True,True
80329,True,False,True,True
80330,True,True,True,True
80331,True,True,True,True
80332,True,False,True,True
80333,True,True,True,True
80334,True,True,True,True
80335,True,False,True,True
80336,True,True,True,True
80337,True,True,True,True
80338,False,False,False,False
80339,True,True,True,True
80340,True,True,True,True
80341,True,True,True,True
80342,True,False,True,True
80343,True,True,True,True
80344,True,False,True,True
80345,True,True,True,True
80346,True,False,True,True
80347,False,False,False,False
80348,True,True,True,True
80349,False,False,False,False
80350,True,True,True,True
80351,True,True,True,True
80352,True,True,True,True
80353,True,False,False,True
80354,True,False,True,True
80355,True,True,True,True
80356,True,True,True,True
80357,True,True,True,True
80358,True,False,True,True
80359,True,True,True,True
80360,True,True,True,True
80361,True,True,True,True
80362,True,True,True,True
80363,True,False,False,True
80364,True,False,True,True
80365,True,False,False,True
80366,True,False,True,True
80367,True,True,True,True
80368,True,False,True,True
80369,True,True,True,True
80370,True,False,True,True
80371,True,False,True,True
80372,True,False,True,True
80373,True,False,True,True
80374,True,True,True,True
80375,True,True,True,True
80376,True,False,True,True
80377,True,True,True,True
80378,True,True,True,True
80379,True,False,True,True
80380,True,False,True,True
80381,True,True,True,True
80382,True,True,True,True
80383,True,True,True,True
80384,True,True,True,True
80385,True,True,True,True
80386,True,True,True,True
80387,True,True,True,True
80388,True,False,True,True
80389,True,False,True,True
80390,True,True,True,True
80391,True,True,True,True
80392,True,False,False,True
80393,True,True,True,True
80394,True,True,True,True
80395,True,True,True,True
80396,True,False,True,True
80397,True,True,True,True
80398,True,False,True,True
80399,True,True,True,True
80400,True,False,True,True
80401,True,False,False,True
80402,True,False,True,True
80403,True,True,True,True
80404,True,True,True,True
80405,True,False,True,True
80406,True,True,True,True
80407,True,True,True,True
80408,True,True,True,True
80409,True,True,True,True
80410,True,False,False,True
80411,True,False,True,True
80412,True,False,True,True
80413,True,True,True,True
80414,True,True,True,True
80415,True,True,True,True
80416,True,True,True,True
80417,True,True,True,True
80418,True,False,True,True
80419,True,True,True,True
80420,True,False,True,True
80421,True,True,True,True
80422,True,True,True,True
80423,True,False,True,True
80424,True,True,True,True
80425,True,True,True,True
80426,True,True,True,True
80427,True,True,True,True
80428,True,True,True,True
80429,True,True,True,True
80430,True,False,True,True
80431,True,False,True,True
80432,True,True,True,True
80433,True,True,True,True
80434,True,True,True,True
80435,True,True,True,True
80436,True,True,True,True
80437,True,True,True,True
80438,True,True,True,True
80439,True,True,True,True
80440,True,True,True,True
80441,True,False,True,True
80442,True,False,True,True
80443,True,True,True,True
80444,True,True,True,True
80445,True,False,False,True
80446,True,False,False,True
80447,True,True,True,True
80448,True,False,True,True
80449,True,False,False,True
80450,True,True,True,True
80451,True,True,True,True
80452,True,True,True,True
80453,True,False,True,True
80454,True,True,True,True
80455,True,False,True,True
80456,True,False,True,True
80457,True,True,True,True
80458,True,False,True,True
80459,True,True,True,True
80460,True,True,True,True
80461,True,True,True,True
80462,True,True,True,True
80463,True,True,True,True
80464,True,False,False,True
80465,True,True,True,True
80466,True,False,True,True
80467,True,True,True,True
80468,True,False,True,True
80469,True,False,True,True
80470,True,True,True,True
80471,True,True,True,True
80472,True,False,True,True
80473,True,False,False,True
80474,True,False,True,True
80475,True,False,True,True
80476,True,True,True,True
80477,True,True,True,True
80478,True,False,True,True
80479,True,True,True,True
80480,True,True,True,True
80481,True,False,True,True
80482,True,True,True,True
80483,True,False,True,True
80484,True,False,True,True
80485,True,True,True,True
80486,True,True,True,True
80487,True,True,True,True
80488,True,True,True,True
80489,True,False,True,True
80490,True,False,False,True
80491,True,False,False,True
80492,True,False,True,True
80493,True,False,True,True
80494,True,False,True,True
80495,True,True,True,True
80496,True,True,True,True
80497,True,False,True,True
80498,True,False,True,True
80499,True,False,True,True
80500,True,True,True,True
80501,True,True,True,True
80502,True,False,False,True
80503,True,True,True,True
80504,True,False,False,True
80505,True,True,True,True
80506,True,False,False,True
80507,True,False,True,True
80508,True,True,True,True
80509,True,True,True,True
80510,True,True,True,True
80511,True,True,True,True
80512,True,True,True,True
80513,True,True,True,True
80514,True,False,True,True
80515,True,False,False,True
80516,True,False,True,True
80517,True,True,True,True
80518,True,False,False,True
80519,True,True,True,True
80520,True,False,True,True
80521,True,True,True,True
80522,True,True,True,True
80523,True,True,True,True
80524,True,True,True,True
80525,True,True,True,True
80526,True,False,True,True
80527,True,False,True,True
80528,True,True,True,True
80529,True,True,True,True
80530,True,True,True,True
80531,True,True,True,True
80532,True,True,True,True
80533,True,True,True,True
80534,True,False,True,True
80535,True,True,True,True
80536,True,True,True,True
80537,True,True,True,True
80538,True,False,False,True
80539,True,True,True,True
80540,True,True,True,True
80541,True,False,True,True
80542,True,False,True,True
80543,True,False,False,True
80544,True,True,True,True
80545,True,True,True,True
80546,True,True,True,True
80547,True,True,True,True
80548,True,False,True,True
80549,True,False,False,True
80550,True,True,True,True
80551,True,True,True,True
80552,True,True,True,True
80553,True,True,True,True
80554,True,False,True,True
80555,True,True,True,True
80556,True,True,True,True
80557,True,True,True,True
80558,True,False,True,True
80559,True,False,True,True
80560,True,True,True,True
80561,True,False,True,True
80562,True,True,True,True
80563,True,True,True,True
80564,True,True,True,True
80565,True,True,True,True
80566,True,True,True,True
80567,True,True,True,True
80568,True,True,True,True
80569,True,True,True,True
80570,True,True,True,True
80571,True,True,True,True
80572,True,True,True,True
80573,True,True,True,True
80574,True,True,True,True
80575,True,True,True,True
80576,True,False,True,True
80577,True,True,True,True
80578,True,False,True,True
80579,True,True,True,True
80580,True,True,True,True
80581,True,True,True,True
80582,True,False,True,True
80583,True,True,True,True
80584,True,True,True,True
80585,True,True,True,True
80586,True,True,True,True
80587,True,True,True,True
80588,True,False,True,True
80589,True,True,True,True
80590,True,False,True,True
80591,True,False,True,True
80592,True,True,True,True
80593,True,False,True,True
80594,True,False,True,True
80595,True,False,True,True
80596,True,True,True,True
80597,True,True,True,True
80598,True,True,True,True
80599,True,True,True,True
80600,True,True,True,True
80601,True,True,True,True
80602,True,True,True,True
80603,True,False,True,True
80604,True,True,True,True
80605,True,True,True,True
80606,True,True,True,True
80607,True,False,True,True
80608,True,False,True,True
80609,True,False,True,True
80610,True,True,True,True
80611,True,True,True,True
80612,True,True,True,True
80613,True,True,True,True
80614,False,False,False,False
80615,True,True,True,True
80616,True,False,True,True
80617,True,True,True,True
80618,True,True,True,True
80619,True,False,True,True
80620,True,False,True,True
80621,True,True,True,True
80622,True,True,True,True
80623,True,True,True,True
80624,True,False,True,True
80625,True,False,False,True
80626,True,False,True,True
80627,True,True,True,True
80628,True,False,False,True
80629,True,False,False,True
80630,True,False,True,True
80631,True,False,True,True
80632,False,False,False,False
80633,True,False,True,True
80634,True,True,True,True
80635,True,False,True,True
80636,True,False,True,True
80637,True,False,True,True
80638,True,True,True,True
80639,True,True,True,True
80640,True,False,True,True
80641,True,True,True,True
80642,True,False,True,True
80643,True,False,False,True
80644,True,False,True,True
80645,True,True,True,True
80646,True,False,True,True
80647,True,True,True,True
80648,True,True,True,True
80649,True,False,True,True
80650,True,True,True,True
80651,True,True,True,True
80652,True,True,True,True
80653,True,False,False,True
80654,True,True,True,True
80655,True,True,True,True
80656,True,True,True,True
80657,True,True,True,True
80658,True,True,True,True
80659,True,True,True,True
80660,True,True,True,True
80661,True,True,True,True
80662,True,False,False,True
80663,True,False,True,True
80664,True,False,True,True
80665,True,True,True,True
80666,True,False,True,True
80667,True,False,True,True
80668,True,False,True,True
80669,True,False,True,True
80670,True,True,True,True
80671,True,False,False,True
80672,True,False,True,True
80673,True,True,True,True
80674,True,True,True,True
80675,True,False,False,True
80676,True,False,True,True
80677,True,True,True,True
80678,True,True,True,True
80679,True,True,True,True
80680,True,True,True,True
80681,True,True,True,True
80682,True,False,True,True
80683,True,False,True,True
80684,True,True,True,True
80685,True,True,True,True
80686,True,True,True,True
80687,True,True,True,True
80688,True,True,True,True
80689,True,True,True,True
80690,True,True,True,True
80691,True,True,True,True
80692,True,True,True,True
80693,True,True,True,True
80694,True,True,True,True
80695,True,True,True,True
80696,True,True,True,True
80697,True,False,True,True
80698,True,False,True,True
80699,True,True,True,True
80700,True,False,True,True
80701,True,True,True,True
80702,True,True,True,True
80703,True,True,True,True
80704,True,False,True,True
80705,True,False,False,True
80706,True,False,True,True
80707,True,True,True,True
80708,True,True,True,True
80709,True,False,True,True
80710,True,True,True,True
80711,False,False,False,False
80712,True,False,True,True
80713,True,True,True,True
80714,True,True,True,True
80715,True,True,True,True
80716,True,False,True,True
80717,False,False,False,False
80718,True,False,True,True
80719,True,True,True,True
80720,True,True,True,True
80721,True,False,True,True
80722,True,False,False,True
80723,True,True,True,True
80724,False,False,False,False
80725,True,True,True,True
80726,True,True,True,True
80727,True,True,True,True
80728,True,False,True,True
80729,True,True,True,True
80730,True,True,True,True
80731,True,True,True,True
80732,True,False,True,True
80733,True,False,False,True
80734,True,False,False,True
80735,True,True,True,True
80736,True,True,True,True
80737,True,False,True,True
80738,True,True,True,True
80739,False,False,False,False
80740,True,False,True,True
80741,True,True,True,True
80742,True,True,True,True
80743,True,False,False,True
80744,True,False,True,True
80745,True,False,False,True
80746,True,False,True,True
80747,True,True,True,True
80748,True,True,True,True
80749,True,False,False,True
80750,True,False,True,True
80751,True,True,True,True
80752,True,False,True,True
80753,True,True,True,True
80754,True,False,False,True
80755,False,False,False,False
80756,True,True,True,True
80757,True,False,True,True
80758,True,True,True,True
80759,True,False,True,True
80760,True,False,True,True
80761,True,True,True,True
80762,True,True,True,True
80763,True,True,True,True
80764,True,True,True,True
80765,True,True,True,True
80766,True,True,True,True
80767,True,True,True,True
80768,True,True,True,True
80769,True,True,True,True
80770,True,True,True,True
80771,True,False,False,True
80772,True,False,True,True
80773,True,False,False,True
80774,True,True,True,True
80775,True,True,True,True
80776,True,False,False,True
80777,True,True,True,True
80778,True,True,True,True
80779,True,True,True,True
80780,True,True,True,True
80781,True,True,True,True
80782,True,True,True,True
80783,True,True,True,True
80784,True,True,True,True
80785,True,False,True,True
80786,True,True,True,True
80787,True,False,True,True
80788,True,False,False,True
80789,True,False,True,True
80790,True,True,True,True
80791,True,True,True,True
80792,True,False,False,True
80793,True,True,True,True
80794,True,False,True,True
80795,True,True,True,True
80796,True,True,True,True
80797,True,True,True,True
80798,True,True,True,True
80799,True,True,True,True
80800,True,False,False,True
80801,True,False,True,True
80802,True,False,True,True
80803,True,False,True,True
80804,True,False,True,True
80805,True,True,True,True
80806,True,True,True,True
80807,True,False,True,True
80808,True,True,True,True
80809,True,False,False,True
80810,True,False,True,True
80811,True,False,True,True
80812,True,True,True,True
80813,False,False,False,False
80814,True,False,True,True
80815,True,False,True,True
80816,True,False,False,True
80817,True,False,True,True
80818,True,False,True,True
80819,True,False,True,True
80820,True,False,True,True
80821,True,False,True,True
80822,True,True,True,True
80823,True,True,True,True
80824,True,True,True,True
80825,True,True,True,True
80826,True,True,True,True
80827,True,False,False,True
80828,True,True,True,True
80829,True,True,True,True
80830,True,True,True,True
80831,True,False,True,True
80832,True,True,True,True
80833,True,False,False,True
80834,True,False,False,True
80835,True,False,True,True
80836,True,True,True,True
80837,True,False,True,True
80838,True,True,True,True
80839,True,False,True,True
80840,True,False,True,True
80841,True,True,True,True
80842,True,False,True,True
80843,True,True,True,True
80844,True,False,True,True
80845,True,False,True,True
80846,True,True,True,True
80847,True,True,True,True
80848,True,False,True,True
80849,True,False,True,True
80850,True,False,True,True
80851,True,True,True,True
80852,True,True,True,True
80853,True,True,True,True
80854,True,False,True,True
80855,True,True,True,True
80856,True,True,True,True
80857,True,False,True,True
80858,True,False,True,True
80859,True,True,True,True
80860,True,True,True,True
80861,True,False,True,True
80862,True,True,True,True
80863,True,False,True,True
80864,True,False,False,True
80865,True,True,True,True
80866,True,False,True,True
80867,True,True,True,True
80868,True,True,True,True
80869,True,True,True,True
80870,True,True,True,True
80871,True,True,True,True
80872,True,True,True,True
80873,True,True,True,True
80874,True,True,True,True
80875,True,True,True,True
80876,True,False,True,True
80877,True,True,True,True
80878,True,True,True,True
80879,True,True,True,True
80880,True,True,True,True
80881,True,True,True,True
80882,True,True,True,True
80883,True,True,True,True
80884,True,True,True,True
80885,True,True,True,True
80886,True,True,True,True
80887,True,False,True,True
80888,True,True,True,True
80889,True,True,True,True
80890,True,True,True,True
80891,True,False,True,True
80892,True,False,False,True
80893,True,True,True,True
80894,True,True,True,True
80895,True,False,True,True
80896,False,False,False,False
80897,True,False,True,True
80898,True,False,False,True
80899,True,True,True,True
80900,True,True,True,True
80901,True,True,True,True
80902,True,True,True,True
80903,True,True,True,True
80904,True,True,True,True
80905,True,True,True,True
80906,True,False,True,True
80907,True,False,True,True
80908,True,False,True,True
80909,True,False,True,True
80910,True,False,True,True
80911,True,False,True,True
80912,True,True,True,True
80913,True,True,True,True
80914,True,False,True,True
80915,True,False,False,True
80916,True,True,True,True
80917,True,True,True,True
80918,True,False,True,True
80919,True,True,True,True
80920,True,False,False,True
80921,True,False,False,True
80922,True,False,True,True
80923,True,False,True,True
80924,True,True,True,True
80925,True,True,True,True
80926,True,True,True,True
80927,True,False,True,True
80928,True,True,True,True
80929,True,True,True,True
80930,False,False,False,False
80931,True,False,True,True
80932,False,False,False,False
80933,True,False,True,True
80934,True,False,False,True
80935,True,False,False,True
80936,True,False,True,True
80937,True,True,True,True
80938,True,True,True,True
80939,True,False,True,True
80940,True,True,True,True
80941,True,False,True,True
80942,True,True,True,True
80943,True,True,True,True
80944,True,False,False,True
80945,True,True,True,True
80946,True,True,True,True
80947,True,False,True,True
80948,True,True,True,True
80949,True,True,True,True
80950,True,False,True,True
80951,True,True,True,True
80952,True,True,True,True
80953,True,True,True,True
80954,True,False,True,True
80955,True,True,True,True
80956,True,True,True,True
80957,True,True,True,True
80958,True,False,True,True
80959,True,True,True,True
80960,True,False,False,True
80961,True,True,True,True
80962,True,False,True,True
80963,True,True,True,True
80964,True,True,True,True
80965,False,False,False,False
80966,True,True,True,True
80967,True,False,True,True
80968,True,False,False,True
80969,True,False,False,True
80970,True,False,False,False
80971,True,False,False,True
80972,True,False,True,True
80973,True,True,True,True
80974,True,False,True,True
80975,True,False,True,True
80976,True,False,True,True
80977,True,False,True,True
80978,True,True,True,True
80979,True,False,True,True
80980,True,True,True,True
80981,True,True,True,True
80982,True,True,True,True
80983,True,True,True,True
80984,True,True,True,True
80985,True,True,True,True
80986,False,False,False,False
80987,True,True,True,True
80988,True,True,True,True
80989,True,False,False,True
80990,True,True,True,True
80991,True,False,True,True
80992,True,True,True,True
80993,False,False,False,False
80994,True,False,True,True
80995,True,True,True,True
80996,True,False,True,True
80997,True,True,True,True
80998,True,True,True,True
80999,True,True,True,True
81000,True,False,True,True
81001,True,True,True,True
81002,True,True,True,True
81003,True,False,True,True
81004,True,False,True,True
81005,True,True,True,True
81006,True,True,True,True
81007,True,True,True,True
81008,True,True,True,True
81009,True,True,True,True
81010,True,True,True,True
81011,True,False,True,True
81012,True,False,True,True
81013,True,False,True,True
81014,True,True,True,True
81015,True,False,True,True
81016,True,False,True,True
81017,True,False,True,True
81018,True,True,True,True
81019,True,True,True,True
81020,True,True,True,True
81021,True,True,True,True
81022,True,True,True,True
81023,True,True,True,True
81024,True,False,True,True
81025,True,False,False,True
81026,True,False,True,True
81027,True,True,True,True
81028,True,True,True,True
81029,True,True,True,True
81030,True,True,True,True
81031,True,True,True,True
81032,True,False,True,True
81033,True,False,True,True
81034,True,False,True,True
81035,True,True,True,True
81036,True,True,True,True
81037,True,True,True,True
81038,True,False,False,True
81039,True,True,True,True
81040,True,True,True,True
81041,True,True,True,True
81042,True,True,True,True
81043,True,False,True,True
81044,True,False,True,True
81045,True,True,True,True
81046,True,True,True,True
81047,True,True,True,True
81048,True,True,True,True
81049,True,False,False,True
81050,True,True,True,True
81051,True,True,True,True
81052,True,True,True,True
81053,True,False,True,True
81054,True,True,True,True
81055,True,False,True,True
81056,True,True,True,True
81057,True,True,True,True
81058,True,False,True,True
81059,True,True,True,True
81060,True,True,True,True
81061,True,True,True,True
81062,True,False,True,True
81063,True,True,True,True
81064,True,False,False,True
81065,True,False,True,True
81066,True,False,True,True
81067,True,True,True,True
81068,True,False,False,True
81069,True,False,False,True
81070,True,False,True,True
81071,True,False,False,True
81072,True,False,True,True
81073,True,False,True,True
81074,True,True,True,True
81075,True,True,True,True
81076,True,False,False,True
81077,True,False,True,True
81078,True,True,True,True
81079,True,True,True,True
81080,True,True,True,True
81081,True,True,True,True
81082,True,True,True,True
81083,True,True,True,True
81084,True,True,True,True
81085,True,False,True,True
81086,True,True,True,True
81087,True,False,True,True
81088,True,True,True,True
81089,True,True,True,True
81090,True,True,True,True
81091,True,True,True,True
81092,True,False,False,True
81093,True,True,True,True
81094,True,True,True,True
81095,True,False,False,True
81096,True,False,True,True
81097,True,False,False,True
81098,True,True,True,True
81099,True,False,True,True
81100,True,True,True,True
81101,True,True,True,True
81102,True,False,True,True
81103,True,False,True,True
81104,True,True,True,True
81105,True,True,True,True
81106,True,True,True,True
81107,True,True,True,True
81108,True,True,True,True
81109,True,False,False,True
81110,True,True,True,True
81111,True,True,True,True
81112,True,True,True,True
81113,True,False,True,True
81114,True,True,True,True
81115,True,False,True,True
81116,True,True,True,True
81117,True,True,True,True
81118,True,False,True,True
81119,True,False,True,True
81120,True,True,True,True
81121,True,True,True,True
81122,True,True,True,True
81123,True,False,True,True
81124,True,True,True,True
81125,True,True,True,True
81126,True,True,True,True
81127,True,True,True,True
81128,True,True,True,True
81129,True,True,True,True
81130,True,True,True,True
81131,True,True,True,True
81132,True,False,True,True
81133,True,True,True,True
81134,True,True,True,True
81135,True,True,True,True
81136,True,True,True,True
81137,True,False,True,True
81138,True,True,True,True
81139,True,False,True,True
81140,True,True,True,True
81141,True,True,True,True
81142,True,True,True,True
81143,True,False,True,True
81144,True,True,True,True
81145,True,True,True,True
81146,True,False,True,True
81147,True,True,True,True
81148,True,False,True,True
81149,True,False,True,True
81150,True,True,True,True
81151,True,False,True,True
81152,True,False,True,True
81153,True,False,True,True
81154,False,False,False,False
81155,True,True,True,True
81156,True,True,True,True
81157,True,False,True,True
81158,True,True,True,True
81159,True,True,True,True
81160,True,True,True,True
81161,True,True,True,True
81162,True,False,False,True
81163,True,True,True,True
81164,True,True,True,True
81165,True,True,True,True
81166,True,False,True,True
81167,True,False,False,True
81168,True,False,True,True
81169,True,True,True,True
81170,True,True,True,True
81171,True,True,True,True
81172,True,True,True,True
81173,True,True,True,True
81174,True,False,False,True
81175,True,False,True,True
81176,True,False,True,True
81177,True,True,True,True
81178,True,True,True,True
81179,True,False,True,True
81180,True,True,True,True
81181,True,True,True,True
81182,True,True,True,True
81183,True,True,True,True
81184,True,True,True,True
81185,True,False,True,True
81186,True,False,True,True
81187,True,True,True,True
81188,True,True,True,True
81189,True,False,False,True
81190,True,False,True,True
81191,True,True,True,True
81192,True,True,True,True
81193,True,True,True,True
81194,True,False,True,True
81195,True,False,True,True
81196,True,False,True,True
81197,True,False,True,True
81198,True,True,True,True
81199,True,False,True,True
81200,True,True,True,True
81201,True,False,True,True
81202,True,False,False,True
81203,True,True,True,True
81204,True,False,True,True
81205,True,True,True,True
81206,True,False,True,True
81207,True,False,False,True
81208,True,True,True,True
81209,True,False,True,True
81210,True,False,False,True
81211,True,False,False,True
81212,True,False,False,True
81213,True,False,True,True
81214,True,True,True,True
81215,True,True,True,True
81216,True,True,True,True
81217,True,True,True,True
81218,True,True,True,True
81219,True,True,True,True
81220,True,True,True,True
81221,True,False,True,True
81222,True,False,True,True
81223,True,True,True,True
81224,True,False,True,True
81225,True,True,True,True
81226,True,False,True,True
81227,True,False,False,True
81228,True,False,True,True
81229,True,True,True,True
81230,True,True,True,True
81231,True,False,True,True
81232,True,False,True,True
81233,True,False,True,True
81234,True,True,True,True
81235,True,False,True,True
81236,True,True,True,True
81237,True,False,True,True
81238,True,True,True,True
81239,True,True,True,True
81240,True,False,True,True
81241,True,True,True,True
81242,True,True,True,True
81243,True,True,True,True
81244,True,False,True,True
81245,True,False,True,True
81246,True,True,True,True
81247,True,True,True,True
81248,True,True,True,True
81249,True,False,True,True
81250,True,True,True,True
81251,True,False,True,True
81252,True,True,True,True
81253,True,False,True,True
81254,True,False,True,True
81255,True,False,False,True
81256,True,False,False,True
81257,True,False,True,True
81258,True,True,True,True
81259,True,True,True,True
81260,True,False,False,True
81261,True,True,True,True
81262,True,True,True,True
81263,True,True,True,True
81264,True,False,True,True
81265,True,True,True,True
81266,True,True,True,True
81267,True,True,True,True
81268,True,True,True,True
81269,True,True,True,True
81270,True,True,True,True
81271,True,True,True,True
81272,True,False,True,True
81273,True,True,True,True
81274,True,True,True,True
81275,True,False,False,True
81276,True,True,True,True
81277,True,True,True,True
81278,True,False,False,True
81279,True,False,True,True
81280,True,True,True,True
81281,True,True,True,True
81282,True,True,True,True
81283,True,False,True,True
81284,True,True,True,True
81285,True,False,True,True
81286,True,True,True,True
81287,True,True,True,True
81288,True,True,True,True
81289,True,False,True,True
81290,True,False,True,True
81291,True,True,True,True
81292,True,True,True,True
81293,True,True,True,True
81294,True,False,True,True
81295,True,False,False,True
81296,True,False,True,True
81297,True,True,True,True
81298,True,True,True,True
81299,True,True,True,True
81300,True,True,True,True
81301,True,True,True,True
81302,True,True,True,True
81303,True,False,True,True
81304,True,False,True,True
81305,True,False,False,True
81306,True,False,True,True
81307,True,False,False,True
81308,True,True,True,True
81309,True,False,True,True
81310,True,True,True,True
81311,True,True,True,True
81312,True,False,True,True
81313,True,True,True,True
81314,True,True,True,True
81315,True,True,True,True
81316,True,True,True,True
81317,True,True,True,True
81318,True,True,True,True
81319,True,False,True,True
81320,True,True,True,True
81321,True,True,True,True
81322,True,True,True,True
81323,True,False,True,True
81324,True,False,False,True
81325,True,True,True,True
81326,True,True,True,True
81327,True,True,True,True
81328,True,False,True,True
81329,True,False,True,True
81330,True,True,True,True
81331,False,False,False,False
81332,True,False,True,True
81333,True,True,True,True
81334,True,False,False,True
81335,True,True,True,True
81336,True,False,True,True
81337,True,False,True,True
81338,True,True,True,True
81339,True,True,True,True
81340,True,False,True,True
81341,True,False,False,True
81342,True,False,True,True
81343,True,True,True,True
81344,True,False,True,True
81345,True,True,True,True
81346,True,False,True,True
81347,True,True,True,True
81348,True,False,False,True
81349,True,True,True,True
81350,True,False,True,True
81351,True,True,True,True
81352,True,True,True,True
81353,True,True,True,True
81354,False,False,False,False
81355,True,False,False,True
81356,True,False,True,True
81357,True,True,True,True
81358,True,False,True,True
81359,True,True,True,True
81360,True,True,True,True
81361,True,False,True,True
81362,True,True,True,True
81363,True,False,False,True
81364,True,True,True,True
81365,True,True,True,True
81366,True,True,True,True
81367,True,True,True,True
81368,True,False,True,True
